id,start,stop,search
319975992,1310,1422,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
366674265,1299,1411,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
619630749,1324,1436,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
529745202,1334,1446,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
457086959,1304,1416,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
213372155,1259,1348,Обеспечение исполнения Контракта устанавливается в размере 5 процентов от Цены Контракта.
452686280,1253,1399,Обеспечение исполнения настоящего Контракта устанавливается в размере 5 (пяти) процентов от цены Контракта и составляет ______ (__________________
11679309,1193,1314,Обеспечение исполнения Контракта устанавливается в размере 5% от цены Контракта и составляет _____________________ (_____
761162541,1306,1372,Размер обеспечения исполнения контракта 491652.00 Российский рубль
324000424,1233,1279,Размер обеспечения исполнения контракта 30.00%
70689800,1284,1350,Размер обеспечения исполнения контракта 625416.00 Российский рубль
58170857,1308,1371,Размер обеспечения исполнения контракта 806.93 Российский рубль
766791118,1261,1327,Размер обеспечения исполнения контракта 106604.00 Российский рубль
213571655,1310,1374,Размер обеспечения исполнения контракта 3125.33 Российский рубль
621356333,1207,1294,Обеспечение исполнения Контракта устанавливается в размере 5 % (Пять) от цены Контракта
821588999,1273,1319,Размер обеспечения исполнения контракта 20.00%
83800094,1301,1347,Размер обеспечения исполнения контракта 30.00%
44341353,1266,1369,"Обеспечение исполнения настоящего Контракта установлено в размере 5 %, что составляет 29 667,70 рублей."
651668881,1266,1369,"Обеспечение исполнения настоящего Контракта установлено в размере 5 %, что составляет 29 667,70 рублей."
978126997,1263,1353,"Размер обеспечения исполнения муниципального контракта составляет 0,5 % от цены контракта."
644238984,1274,1348,"Установить обеспечения исполнения контракта (от 0,5% до 30%) % обеспечения"
708164858,1300,1365,Размер обеспечения исполнения контракта 14525.45 Российский рубль
104115294,1215,1267,Размер обеспечения исполнения контракта 30 % от НМЦК
186422116,1061,1149,Размер обеспечения исполнения контракта: 30 % от начальной (максимальной) цены контракта
62995263,1287,1378,Размер обеспечения исполнения контракта составляет 5% начальной максимальной цены контракта
174660143,1286,1332,Размер обеспечения исполнения контракта 20.00%
105100633,1277,1356,Обеспечение исполнения Контракта устанавливается в размере 5% от цены контракта
347302088,1328,1376,Обеспечение гарантийных обязательств 5% от НМЦК.
61201300,1287,1348,Размер обеспечения исполнения контракта 10% от цены контракта
294908419,1240,1387,"Поставщик при заключении Контракта должен предоставить Заказчику обеспечение исполнения Контракта в размере ___ , что составляет 5 % цены Контракта"
562427096,1292,1390,Размер обеспечения исполнения контракта составляет 5 % от начальной (максимальной) цены контракта.
1951990,1202,1247,Размер обеспечения исполнения контракта 5.00%
829873939,1267,1332,Размер обеспечения исполнения контракта 43500.00 Российский рубль
70370943,1045,1172,Размер обеспечения исполнения Контракта составляет 5 (пять) процентов от цены Контракта и составляет ____________ руб. ________
112910092,1263,1332,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
664117863,1288,1357,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
982171651,1268,1337,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
851270555,1228,1297,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
503605957,1287,1356,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
229765536,1292,1361,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
344761310,1284,1353,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
935252864,1278,1347,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
508860883,1264,1333,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
777859343,1253,1322,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
910582519,1290,1359,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
307458260,1286,1355,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
230387619,1281,1350,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
910837038,1302,1371,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
869736675,1289,1358,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
30655889,1274,1343,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
743996118,1313,1382,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
720438662,1283,1352,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
919206272,1288,1357,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
619063288,1289,1358,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
97970190,1296,1365,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
915252115,1281,1350,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
855839298,1301,1370,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
488960916,1271,1340,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
737302024,1280,1349,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
352100331,1279,1348,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
561393019,1251,1320,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
59958760,1261,1330,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
17635249,1245,1314,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
298500416,1246,1315,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
521925349,1270,1339,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
812474765,1284,1353,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
282516577,1285,1354,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
409947727,1313,1382,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
753597485,1304,1373,Обеспечение исполнения настоящего Контракта установлено в размере 5%.
836142280,1326,1371,Размер обеспечения исполнения контракта 5.00%
710140166,1271,1357,Размер обеспечения исполнения контракта 10 % от максимального значения цены контракта.
817616185,1290,1409,"Размер обеспечения контракта составляет 10 (десять) процентов от цены контракта, что составляет _____________________ р"
205644113,1238,1284,Размер обеспечения исполнения контракта 10.00%
590374483,1261,1367,"Обеспечение исполнения контракта установлено в размере 10,00% от цены контракта на сумму _________ рублей."
567597512,1148,1252,Обеспечение исполнения контракта устанавливается в размере 5% от начальной (максимальной) цены контракта
457961196,1277,1342,Размер обеспечения исполнения контракта 10655.54 Российский рубль
977829647,1228,1294,Размер обеспечения исполнения контракта 239308.80 Российский рубль
832579595,1299,1387,Размер обеспечения исполнения контракта: 10% от начальной (максимальной) цены Контракта.
39096380,1258,1303,Размер обеспечения исполнения контракта 5.00%
262692042,1297,1342,Размер обеспечения исполнения контракта 5.00%
419794306,1314,1377,Размер обеспечения исполнения контракта 877.50 Российский рубль
96981092,1234,1304,Обеспечение исполнения контракта устанавливается в размере 5 % от цены
965236587,1305,1369,Размер обеспечения исполнения контракта 2260.52 Российский рубль
145127144,1309,1390,Обеспечение исполнения Контракта устанавливается в размере 10% от цены Контракта.
98510802,1280,1378,Размер обеспечения исполнения Контракта составляет 10% от начальной (максимальной) цены Контракта.
782479830,1269,1333,Размер обеспечения исполнения контракта 7257.10 Российский рубль
416033139,1269,1337,Размер обеспечения гарантийных обязательств 2177.13 Российский рубль
607083783,1265,1418,Обеспечение исполнения настоящего Контракта установлено в размере __________ рублей _______ копеек (5 процентов начальной (максимальной) цены Контракта).
172817046,1317,1362,Размер обеспечения исполнения контракта 5.00%
78006235,1309,1355,Размер обеспечения исполнения контракта 10.00%
800040299,1085,1131,"Размер обеспечения исполнения контракта 5,00 %"
532018912,1251,1297,Размер обеспечения исполнения контракта 10.00%
248754465,1255,1301,Размер обеспечения исполнения контракта 10.00%
643606923,1286,1399,"Размер обеспечения исполнения контракта составляет 5,00% от цены, по которой в соответствии с Федеральным законом"
321527481,1291,1336,Размер обеспечения исполнения контракта 5.00%
741927752,1012,1126,"Размер обеспечения исполнения Контракта составляет 30% начальной (максимальной) цены Контракта, что составляет ___"
524347997,1012,1126,"Размер обеспечения исполнения Контракта составляет 30% начальной (максимальной) цены Контракта, что составляет ___"
284606656,1313,1358,Размер обеспечения исполнения контракта 5.00%
297379677,1300,1437,"Поставщик внес обеспечение исполнения Контракта в размере __ , что составляет 5 % Цены Контракта в форме безотзывной независимой гарантии"
145326438,1278,1415,"Поставщик внес обеспечение исполнения Контракта в размере __ , что составляет 5 % Цены Контракта в форме безотзывной независимой гарантии"
515058321,1300,1437,"Поставщик внес обеспечение исполнения Контракта в размере __ , что составляет 5 % Цены Контракта в форме безотзывной независимой гарантии"
592010556,1300,1437,"Поставщик внес обеспечение исполнения Контракта в размере __ , что составляет 5 % Цены Контракта в форме безотзывной независимой гарантии"
351152517,1026,1099,Размер обеспечения исполнения контракта - 5% от цены контракта (без НДС).
594691120,1212,1276,Размер обеспечения исполнения контракта 4030.00 Российский рубль
188899143,1233,1343,"Размер обеспечения исполнения контракта составляет 5,00% от начальной цены контракта, что составляет 42 500,00"
658003982,1301,1366,Размер обеспечения исполнения контракта 20491.05 Российский рубль
868430148,1304,1349,Размер обеспечения исполнения контракта 5.00%
526997112,1269,1412,Обеспечение исполнения настоящего Контракта устанавливается в размере 1 (одного) процентов от цены Контракта и составляет____ (__) руб. __ коп.
342333712,1269,1412,Обеспечение исполнения настоящего Контракта устанавливается в размере 1 (одного) процентов от цены Контракта и составляет____ (__) руб. __ коп.
22632269,1284,1350,Размер обеспечения исполнения контракта 367750.00 Российский рубль
407939839,1260,1382,Размер обеспечения исполнения Контракта составляет ___________________ рублей ___ копеек (10 процентов от цены контракта).
757488161,1269,1397,Обеспечение исполнения настоящего Контракта установлено в размере 5% от цены Контракта в сумме ________________________ (_______
640845633,1297,1343,Размер обеспечения исполнения контракта 30.00%
910581802,1304,1370,Размер обеспечения исполнения контракта 450201.00 Российский рубль
794111973,1214,1365,"Размер обеспечения исполнения Контракта составляет ______________рублей, что составляет 5 процентов от цены контракта, по которой заключается Контракт."
119515918,1278,1343,Размер обеспечения исполнения контракта 59365.00 Российский рубль
54793654,1251,1377,Поставщик при заключении Контракта должен предоставить Заказчику обеспечение исполнения Контракта в размере 5% цены Контракта.
107697029,1295,1340,Размер обеспечения исполнения контракта 0.50%
495440450,1287,1333,Размер обеспечения исполнения контракта 10.00%
904913163,1312,1438,Размер обеспечения исполнения Контракта составляет _______ рублей ____ копеек (30 % от начальной максимальной цены контракта).
734368031,1303,1430,Обеспечение исполнения настоящего Контракта предоставляется Поставщиком на сумму 10% от начальной (максимальной) цены Контракта
588136128,1289,1352,Размер обеспечения исполнения контракта 760.64 Российский рубль
896191951,1281,1324,Размер обеспечения исполнения контракта 5 %
182743976,1260,1388,Обеспечение исполнения настоящего Контракта установлено в размере __________ рублей _______ копеек (5 процентов цены Контракта).
136736625,1176,1363,"Исполнитель представляет Заказчику обеспечение исполнения контракта на сумму _______________ рублей __ копеек, эквивалентную 5 (пяти) процентам от начальной (максимальной) цены контракта."
746461179,1145,1196,Размер обеспечения исполнения контракта 5 % от цены
490192520,1292,1357,Размер обеспечения исполнения контракта 12350.00 Российский рубль
598189572,1196,1308,Размер обеспечения исполнения контракта составляет 5% от цены контракта и составляет ___________ (_____________)
701505200,1243,1355,Размер обеспечения исполнения контракта составляет 5% от цены контракта и составляет ___________ (_____________)
110043658,1242,1354,"Размер обеспечения исполнения Контракта составляет 5% цены контракта, от начальной (максимальной) цены контракта"
584178737,1266,1312,Размер обеспечения исполнения контракта 10.00%
541228800,1301,1365,Размер обеспечения исполнения контракта 5130.00 Российский рубль
39225379,1291,1337,Размер обеспечения исполнения контракта 10.00%
363796355,1250,1350,Размер обеспечения исполнения Контракта составляет 5% (пять) начальной (максимальной) цены Контракта
14957497,1251,1296,Размер обеспечения исполнения контракта 0.50%
275076134,1310,1355,Размер обеспечения исполнения контракта 5.00%
287033160,1013,1112,"Размер обеспечения исполнения Контракта составляет 20 % от цены Контракта, что составляет _________"
844517346,1242,1288,Размер обеспечения исполнения контракта 30.00%
12458591,1281,1413,"Обеспечение исполнения настоящего Контракта установлено в размере 10 (десять) процентов от цены контракта, а именно _________ рублей"
55383281,1279,1344,Размер обеспечения исполнения контракта 44716.90 Российский рубль
416404719,1010,1121,Размер обеспечения исполнения контракта устанавливается в размере 10 % от цены по которой заключается контракт.
563581240,1261,1306,Размер обеспечения исполнения контракта 5.00%
207580897,1306,1352,Размер обеспечения исполнения контракта 10.00%
47175923,1309,1375,Размер обеспечения исполнения контракта 480281.51 Российский рубль
66942138,1278,1375,Размер обеспечения исполнения контракта составляет 5 % от начальной (максимальной) цены контракта
776805674,1274,1319,Размер обеспечения исполнения контракта 5.00%
971559017,1291,1403,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
177577996,1293,1405,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
476140149,1314,1426,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
215097029,1309,1421,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
84784653,1310,1422,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
648842769,1333,1445,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
283667362,1307,1419,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
269492790,1317,1429,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
915894740,1303,1415,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
977346203,1328,1440,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
676148128,1322,1434,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
571589358,1306,1418,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
918160999,1312,1424,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
509677315,1318,1430,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
593073823,1315,1427,"Размер обеспечение исполнения контракта устанавливается от 0,5 % до 30 % начальной (максимальной) цены контракта"
814212210,1249,1369,Обеспечение исполнения настоящего Контракта установлено в размере: 10 процентов начальной (максимальной) цены контракта.
18433595,1305,1351,Размер обеспечения исполнения контракта 10.00%
188497580,1296,1341,Размер обеспечения исполнения контракта 5.00%
601764522,1295,1359,Размер обеспечения исполнения контракта 6098.98 Российский рубль
584429593,720,773,Обеспечение исполнения контракта 5% от цены контракта
289599998,1125,1197,Размер обеспечения исполнения Контракта составляет 5% от цены Контракта.
651375781,1247,1376,"Обеспечение исполнения настоящего Контракта установлено в размере 0,5% от цены Контракта и составляет ____ (____ рублей __ коп.)."
663117378,1303,1348,Размер обеспечения исполнения контракта 5.00%
744734986,1262,1308,Размер обеспечения исполнения контракта 10.00%
626881309,1163,1258,Размер обеспечения исполнения контракта: составляет 10% начальной (максимальной) цены контракта
821181737,1245,1291,Размер обеспечения исполнения контракта 10.00%
523637515,1298,1435,"Поставщик внес обеспечение исполнения Контракта в размере __ , что составляет 5 % Цены Контракта в форме безотзывной независимой гарантии"
400159465,1297,1359,Размер обеспечения исполнения контракта 26.52 Российский рубль
412392504,1286,1354,Размер обеспечения исполнения контракта 11680000.00 Российский рубль
636382830,1239,1284,Размер обеспечения исполнения контракта 5.00%
691502550,1282,1327,Размер обеспечения исполнения контракта 5.00%
781681447,1303,1348,Размер обеспечения исполнения контракта 5.00%
260745918,1313,1358,Размер обеспечения исполнения контракта 3.00%
455552287,1297,1343,Размер обеспечения исполнения контракта 10.00%
855025942,1300,1345,Размер обеспечения исполнения контракта 5.00%
107068125,1315,1361,Размер обеспечения исполнения контракта 10.00%
416643728,1125,1213,Обеспечение исполнения настоящего Контракта установлено в размере 10% от цены контракта.
327535406,1125,1213,Обеспечение исполнения настоящего Контракта установлено в размере 10% от цены контракта.
606573712,1264,1369,"Обеспечение исполнения контракта установлено в размере 5,00% от цены контракта на сумму _________ рублей."
438623181,1283,1329,Размер обеспечения исполнения контракта 15.00%
231390598,1275,1380,"Обеспечение исполнения контракта установлено в размере 5,00% от цены контракта на сумму _________ рублей."
550459140,1267,1313,Размер обеспечения исполнения контракта 10.00%
458069527,1271,1317,Размер обеспечения исполнения контракта 20.00%
287014871,1280,1433,Обеспечение исполнения настоящего Контракта установлено в размере __________ рублей _______ копеек (5 процентов начальной (максимальной) цены Контракта).
115905384,1287,1376,Обеспечение исполнения Контракта устанавливается в размере 5 процентов от Цены Контракта.
888623664,1250,1372,"Размер обеспечения исполнения Контракта составляет 5% (пять процентов) цены контракта, что составляет _______________ руб."
386677540,1271,1317,Размер обеспечения исполнения контракта 30.00%
662223789,1232,1382,"Поставщик при заключении Контракта должен предоставить Заказчику обеспечение исполнения Контракта в размере ____ , что составляет 5 % цены Контракта ."
468679705,1295,1341,Размер обеспечения исполнения контракта 30.00%
463084177,1265,1403,Обеспечение исполнения контракта устанавливается в размере 10 (десяти) процентов от цены контракта и составляет ____________ руб. ___ коп.
729748910,1310,1375,Размер обеспечения исполнения контракта 99353.33 Российский рубль
456389674,1302,1348,Размер обеспечения исполнения контракта 30.00%
188431873,1258,1332,Размер обеспечения исполнения контракта 5 % от цены заключаемого контракта
213861826,1297,1342,Размер обеспечения исполнения контракта 5.00%
419847064,1286,1411,"Размер обеспечения исполнения Контракта составляет 10% (десять процентов) от цены Контракта, что составляет ____ (__________)"
419229773,1126,1295,Поставщик при заключении Контракта должен предоставить Заказчику обеспечение исполнения Контракта в размере 10 % начальной (максимальной) цены государственного контракта
900741587,1272,1336,Размер обеспечения исполнения контракта 1258.65 Российский рубль
741009080,1109,1246,"Поставщик внес обеспечение исполнения Контракта в размере __ , что составляет 5 % Цены Контракта в форме безотзывной независимой гарантии"
111143191,1303,1348,Размер обеспечения исполнения контракта 5.00%
92111800,1294,1339,Размер обеспечения исполнения контракта 5.00%
194228800,1265,1330,Размер обеспечения исполнения контракта 33809.93 Российский рубль
710876643,1298,1343,Размер обеспечения исполнения контракта 5.00%
428245228,1286,1448,"Подрядчик представляет Заказчику обеспечение исполнения Контракта в виде _______________ в размере 10% от ______________, что составляет _________________________"
925627163,1180,1293,"Обеспечение исполнения Контракта установлено в размере 5 % от цены Контракта, что составляет _____________ рублей"
582305842,1306,1396,Обеспечение исполнения настоящего Контракта предоставляется в размере 1% от цены контракта
837907694,1312,1402,Обеспечение исполнения настоящего Контракта предоставляется в размере 1% от цены контракта
797139219,1303,1349,Размер обеспечения исполнения контракта 49.00%
612003753,1302,1452,"Поставщик при заключении Контракта должен предоставить Заказчику обеспечение исполнения Контракта в размере ____ , что составляет 5 % цены Контракта ."
212905017,1308,1376,Размер обеспечения исполнения контракта 27206689.80 Российский рубль
508704019,1232,1347,Обеспечение исполнения Контракта устанавливается в размере 10 процентов от начальной (максимальной) цены контракта.
214015525,1014,1117,"Размер обеспечения исполнения Контракта 50 % от цены контракта, что составляет ________________________"
576323962,1206,1336,"Размер обеспечения исполнения контракта составляет: 65 970,60 рублей что составляет 5% от начальной (максимальной) цены контракта."
432479133,1287,1332,Размер обеспечения исполнения контракта 5.00%
262260539,1280,1434,Размер обеспечения исполнения Контракта составляет 395 000 (триста девяносто пять тысяч) рублей 00 копеек (5% от начальной (максимальной) цены контракта).
666482621,1310,1355,Размер обеспечения исполнения контракта 5.00%
119865022,1253,1298,Размер обеспечения исполнения контракта 0.50%
782542640,1202,1291,Размер обеспечения исполнения настоящего Контракта составляет 5 процентов цены Контракта.
258559234,1230,1314,"Размер обеспечения исполнения контракта: 5% от цены, по которой заключается контракт"
152233394,1301,1346,Размер обеспечения исполнения контракта 5.00%
370744158,1243,1362,Поставщик обязан предоставить Заказчику обеспечение исполнения Контракта в размере 5 % от цены Контракта _________ руб.
664764337,1298,1343,Размер обеспечения исполнения контракта 5.00%
720278219,1280,1413,Размер обеспечения исполнения Контракта составляет _____ рублей ___ копеек (5% процентов от начальной (максимальной) цены контракта).
127183251,1265,1332,Размер обеспечения исполнения контракта 2350824.54 Российский рубль
338335872,1286,1332,Размер обеспечения исполнения контракта 25.00%
18275261,1259,1378,Размер обеспечения исполнения Контракта настоящего Контракта составляет: 10% от начальной (максимальной) цены контракта
64553537,1255,1358,Обеспечение исполнения Контракта устанавливается в размере 10 % цены Контракта и составляет ___________
328677881,1182,1333,Размер обеспечения исполнения Контракта составляет__________ (__________) рублей _______ копеек (10 процентов начальной (максимальной) цены Контракта).
381160186,1302,1347,Размер обеспечения исполнения контракта 5.00%
24883090,1294,1340,Размер обеспечения исполнения контракта 10.00%
368971296,1296,1360,Размер обеспечения исполнения контракта 9724.00 Российский рубль
596532920,1304,1368,Размер обеспечения исполнения контракта 1994.15 Российский рубль
457861234,1036,1144,"требования к такому обеспечению 10 % начальной (максимальной) цены контракта и составляет 184 759,70 рублей."
86727683,1280,1376,Размер обеспечения исполнения контракта составляет 10 % начальной (максимальной) цены контракта.
347010217,1311,1438,Размер обеспечения исполнения Контракта составляет __________ (__________) рублей _______ копеек (10 процентов цены Контракта).
441097872,1260,1306,Размер обеспечения исполнения контракта 10.00%
63089751,1251,1405,"Участник закупки, с которым заключается договор, обязан представить обеспечение исполнения договора в размере 10% от цены, по которой заключается договор."
169583002,1289,1334,Размер обеспечения исполнения контракта 5.00%
311469265,1290,1428,"Обеспечение исполнения настоящего Контракта установлено в размере 745,47, эквивалентную 0,50 % от начальной (максимальной) цены контракта."
421384595,1039,1136,Обеспечение исполнения Контракта предоставляется в размере 10 % от цены Контракта в сумме________
104423415,1268,1357,Обеспечение исполнения Контракта устанавливается в размере 5 процентов от Цены Контракта.
974558379,1261,1384,"Размер обеспечения исполнения Контракта составляет 5% (пять процентов) от цены Контракта, что составляет ____ (__________) "
151188235,1298,1363,Размер обеспечения исполнения контракта 18116.50 Российский рубль
838424058,1266,1312,Размер обеспечения исполнения контракта 10.00%
885311231,1309,1385,"Размер обеспечения исполнения контракта (договора) составляет: 5,00% от цены"
747771764,1305,1351,Размер обеспечения исполнения контракта 10.00%
111980092,1291,1371,Размер обеспечения исполнения Контракта составляет 5 (пять) % от цены Контракта.
108329365,1293,1359,Размер обеспечения исполнения контракта 582714.00 Российский рубль
502601816,1272,1317,Размер обеспечения исполнения контракта 5.00%
192124400,1231,1381,"Поставщик при заключении Контракта должен предоставить Заказчику обеспечение исполнения Контракта в размере ____ , что составляет 5 % цены Контракта ."
739086687,1277,1331,"Размер обеспечения исполнения контракта 28 025,00 руб."
728357722,1297,1359,Размер обеспечения исполнения контракта 16.12 Российский рубль
881249003,1126,1263,"Поставщик внес обеспечение исполнения Контракта в размере __ , что составляет 5 % Цены Контракта в форме безотзывной независимой гарантии"
416793314,1305,1388,"Обеспечение исполнения Контракта устанавливается в размере 0,50% от цены контракта."
289041094,1282,1406,Поставщик предоставляет Заказчику обеспечение исполнения контракта в размере 30 % от начальной (максимальной) цены контракта
269401456,1282,1406,Поставщик предоставляет Заказчику обеспечение исполнения контракта в размере 30 % от начальной (максимальной) цены контракта
494185145,1053,1179,Обеспечение исполнения настоящего Контракта установлено в размере 5% (пяти процентов) начальной (максимальной) цены Контракта.
242897919,1299,1344,Размер обеспечения исполнения контракта 5.00%
868094825,1250,1335,Размер обеспечения исполнения Контракта составляет 5 (пять) процентов цены контракта.
453308975,1293,1338,Размер обеспечения исполнения контракта 5.00%
